field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
commopithkpast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>3. In the <span style=""text-decoration: underline;"">past 30 days</span>, how much of your time was spent thinking about opioid pain medications (having enough, taking them, dosing schedule, etc.)?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
commsomelsmedpast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>4. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have you needed to take opioid pain medications belonging to someone else?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
commhanmedworpast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>5. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have you been worried about how you're handling your opioid pain medications?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
commothworrypast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>6. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have others been worried about how you're handling your medications?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
commemecalapppast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>7. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have you had to make an emergency phone call or show up at the clinic without an appointment?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
commtakmormedpast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>8. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have you had to take more of your opioid pain medication than prescribed?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
commbormedpast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>9. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have you borrowed opioid pain medication from someone else?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
commothsympast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>10. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have you used your opioid pain medicine for symptoms other than for pain (e.g., to help you sleep, improve your mood, or relieve stress)?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
commemergrmpast30dayscl,current_opioid_misuse_v02_comm,,radio,"<div class=""rich-text-field-label""><p>11. In the <span style=""text-decoration: underline;"">past 30 days</span>, how often have you had to visit the Emergency Room?</p></div>","0, Never | 1, Seldom | 2, Sometimes | 3, Often | 4, Very Often",,,,,,,,LH,,,,
rapa_dt_1,rapid_assessment_of_physical_activity_v10_rapa,,descriptive,"Physical Activities are activities where you move and increase your heart rate above its resting rate, whether you do them for pleasure, work, or transportation. 

The following questions ask about the amount and intensity of physical activity you usually do. The intensity of the activity is related to the amount of energy you use to do these activities. 

Examples of physical activity intensity levels:

Light activities
•	Your heart beats slightly faster than normal
•	You can talk and sing
Examples; walking leisurely, stretching, vacuuming or light yard work

Moderate activities
•	Your heart beats faster than normal
•	You can talk but not sing
Examples; fast walking, aerobics class, strength training, swimming gently

Vigorous activities
•	Your heart rate increases a lot
•	You can't talk or your talking is broken up by large breaths
Examples; stair machine, jogging or running, tennis, racquetball, pickleball or badminton

",,,,,,,,,,,,,
rapa_rarly,rapid_assessment_of_physical_activity_v10_rapa,"How physically active are you? (choose one answer for each question)

RAPA 1",radio,"1. I rarely or never do any physical activities. Does this accurately describe you?","1, Yes | 0, No",,,,,,,,,,rapa_1,,
rapa_light,rapid_assessment_of_physical_activity_v10_rapa,,radio,"2. I do some light or moderate physical activities, but not every week. Does this accurately describe you?","1, Yes | 0, No",,,,,,,,,,rapa_1,,
rapa_lightweekly,rapid_assessment_of_physical_activity_v10_rapa,,radio,"3. I do some light physical activity every week.  Does this accurately describe you?","1, Yes | 0, No",,,,,,,,,,rapa_1,,
rapa_mod,rapid_assessment_of_physical_activity_v10_rapa,,radio,"4. I do moderate physical activities every week, but less  than 30 minutes a day or 5 days a week.  Does this accurately describe you?","1, Yes | 0, No",,,,,,,,,,rapa_1,,
rapa_vig,rapid_assessment_of_physical_activity_v10_rapa,,radio,"5. I do vigorous physical activities every week, but less  than 20 minutes a day or 3 days a week.  Does this accurately describe you?","1, Yes | 0, No",,,,,,,,,,rapa_1,,
rapa_modweekly,rapid_assessment_of_physical_activity_v10_rapa,,radio,"6. I do 30 minutes or more a day of moderate physical  activities, 5 or more days a week.  Does this accurately describe you?","1, Yes | 0, No",,,,,,,,,,rapa_1,,
rapa_vigweekly,rapid_assessment_of_physical_activity_v10_rapa,,radio,"7. I do 20 minutes or more a day of vigorous physical  activities, 3 or more days a week.  Does this accurately describe you?","1, Yes | 0, No",,,,,,,,,,rapa_1,,
rapa_strength,rapid_assessment_of_physical_activity_v10_rapa,"RAPA 2",radio,"8. I do activities to increase muscle strength, such as  lifting weights or calisthenics, once a week or more.  Does this accurately describe you?","1, Yes | 0, No",,,,,,,,,,rapa_2,,
rapa_flex,rapid_assessment_of_physical_activity_v10_rapa,,radio,"9. I do activities to improve flexibility, such as stretching  or yoga, once a week or more","1, Yes | 0, No",,,,,,,,,,rapa_2,,
rapa_1score,rapid_assessment_of_physical_activity_v10_rapa,,calc,"Scoring: RAPA 1: Aerobic","if([rapa_modweekly]='1',7, 
if([rapa_vigweekly]='1',6, 
if([rapa_mod]='1',5, 
if([rapa_vig]='1',4, 
if([rapa_lightweekly]='1',3, 
if([rapa_light]='1',2, 
if([rapa_rarly]='1',1,0)))))))",,,,,,,,,,,,@HIDDEN-SURVEY
rapa_1cat,rapid_assessment_of_physical_activity_v10_rapa,,calc,"Scoring: RAPA 1: Aerobic category","if(([rapa_modweekly]='1' or [rapa_vigweekly]='1'),5, if(( [rapa_mod]='1' or [rapa_vig]='1'),4, if([rapa_lightweekly]='1',3, if([rapa_light]='1',2, if([rapa_rarly]='1',1,0)))))",,,,,,,,,,,,@HIDDEN-SURVEY
rapa_2score,rapid_assessment_of_physical_activity_v10_rapa,,calc,"RAPA 2: Strength & Flexibility
","if([rapa_strength]='1' and [rapa_flex]='1',3,if([rapa_strength]='1' and [rapa_flex]='0',1, if([rapa_strength]='0' and [rapa_flex]='1',2, if([rapa_strength]='0' and [rapa_flex]='0',0,0))))",,,,,,,,,,,,@HIDDEN-SURVEY
gss8_dt_1,general_sensory_sensitivity_v02_gss8,,descriptive,"Instructions: Please read the following list of symptoms. If you have had any of these symptoms for at least three (3) months in the past year, please mark the appropriate box.",,,,,,,,,,,,,
gss8photophobia,general_sensory_sensitivity_v02_gss8,,radio,"Sensitivity to bright lights","1, Yes | 0, No",,,,,,,,RH,,,,
gss8phonophobia,general_sensory_sensitivity_v02_gss8,,radio,"Sensitivity to sounds","1, Yes | 0, No",,,,,,,,RH,,,,
gss8odorsensitiv,general_sensory_sensitivity_v02_gss8,,radio,"Sensitivity to odors (e.g., perfumes, detergents, gasoline)","1, Yes | 0, No",,,,,,,,RH,,,,
gss8flavorsensitiv,general_sensory_sensitivity_v02_gss8,,radio,"Sensitivity to certain flavors (e.g., sour, sweet, bitter)","1, Yes | 0, No",,,,,,,,RH,,,,
gss8touchsensitiv,general_sensory_sensitivity_v02_gss8,,radio,"Sensitivity to touch or physical contact (e.g., certain fabrics, hard surfaces)","1, Yes | 0, No",,,,,,,,RH,,,,
gss8balance,general_sensory_sensitivity_v02_gss8,,radio,"Problems with balance","1, Yes | 0, No",,,,,,,,RH,,,,
gss8nausea,general_sensory_sensitivity_v02_gss8,,radio,"Problems with nausea","1, Yes | 0, No",,,,,,,,RH,,,,
gss8rapidhr,general_sensory_sensitivity_v02_gss8,,radio,"Problems with rapid heart rate","1, Yes | 0, No",,,,,,,,RH,,,,
gss8_ext_score,general_sensory_sensitivity_v02_gss8,,calc,"External sensory sensitivity - sum of items 1-5","sum([gss8photophobia], [gss8phonophobia], [gss8odorsensitiv], [gss8flavorsensitiv], [gss8touchsensitiv])",,,,,,,,LV,,,,@HIDDEN-SURVEY
gss8_int_score,general_sensory_sensitivity_v02_gss8,,calc,"Interoception - sum of items 6-8","sum([gss8balance], [gss8nausea], [gss8rapidhr])",,,,,,,,LV,,,,@HIDDEN-SURVEY
gss8_total_score,general_sensory_sensitivity_v02_gss8,,calc,"GSS Total Score - sum of items 1-8","sum([gss8photophobia], [gss8phonophobia], [gss8odorsensitiv], [gss8flavorsensitiv], [gss8touchsensitiv], [gss8balance], [gss8nausea], [gss8rapidhr])",,,,,,,,LV,,,,@HIDDEN-SURVEY
bfi2s_dt1,the_big_five_inventory_bfi2s,,descriptive,"Instructions
Here are a number of characteristics that may or may not apply to you. For example, do you agree that you are someone who likes to spend time with others? Please mark a number for each statement to indicate the extent to which you agree or disagree with that statement.
",,,,,,,,,,,,,
bfi2squietscl,the_big_five_inventory_bfi2s,"I am someone who...",radio,"1. Tends to be quiet","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2scompassionatescl,the_big_five_inventory_bfi2s,,radio,"2. Is compassionate, has a soft heart","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2sdisorganizedscl,the_big_five_inventory_bfi2s,,radio,"3. Tends to be disorganized","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2sworriesscl,the_big_five_inventory_bfi2s,,radio,"4. Worries a lot","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2sfascinatedscl,the_big_five_inventory_bfi2s,,radio,"5. Is fascinated by art, music, or literature","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2sdominantscl,the_big_five_inventory_bfi2s,,radio,"6. Is dominant, acts as a leader","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2srudescl,the_big_five_inventory_bfi2s,,radio,"7. Is sometimes rude to others","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2sdifficultstartscl,the_big_five_inventory_bfi2s,,radio,"8. Has difficulty getting started on tasks","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2sdepressedscl,the_big_five_inventory_bfi2s,,radio,"9. Tends to feel depressed, blue","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2sllittleinterestscl,the_big_five_inventory_bfi2s,,radio,"10. Has little interest in abstract ideas","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_1,,
bfi2senergyscl,the_big_five_inventory_bfi2s,"I am someone who...",radio,"11. Is full of energy","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2sassumingbestscl,the_big_five_inventory_bfi2s,,radio,"12. Assumes the best about people","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2sreliablescl,the_big_five_inventory_bfi2s,,radio,"13. Is reliable, can always be counted on","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2sstableemotionscl,the_big_five_inventory_bfi2s,,radio,"14. Is emotionally stable, not easily upset","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2soriginalscl,the_big_five_inventory_bfi2s,,radio,"15. Is original, comes up with new ideas","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2soutgoingscl,the_big_five_inventory_bfi2s,,radio,"16. Is outgoing, sociable","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2suncaringscl,the_big_five_inventory_bfi2s,,radio,"17. Can be cold and uncaring","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2stidyscl,the_big_five_inventory_bfi2s,,radio,"18. Keeps things neat and tidy","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2srelaxedscl,the_big_five_inventory_bfi2s,,radio,"19. Is relaxed, handles stress well","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2sfewartinterestscl,the_big_five_inventory_bfi2s,,radio,"20. Has few artistic interests","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_2,,
bfi2stakechargescl,the_big_five_inventory_bfi2s,"I am someone who...",radio,"21. Prefers to have others take charge","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
bfi2srespectfulscl,the_big_five_inventory_bfi2s,,radio,"22. Is respectful, treats others with respect","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
bfi2spersistentscl,the_big_five_inventory_bfi2s,,radio,"23. Is persistent, works until the task is finished","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
bfi2ssecurescl,the_big_five_inventory_bfi2s,,radio,"24. Feels secure, comfortable with self","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
bfi2sthinkerscl,the_big_five_inventory_bfi2s,,radio,"25. Is complex, a deep thinker","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
bfi2slessactivescl,the_big_five_inventory_bfi2s,,radio,"26. Is less active than other people","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
bfi2sfaultwithothersscl,the_big_five_inventory_bfi2s,,radio,"27. Tends to find fault with others","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
bfi2scarelessscl,the_big_five_inventory_bfi2s,,radio,"28. Can be somewhat careless","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
bfi2stemperamentalscl,the_big_five_inventory_bfi2s,,radio,"29. Is temperamental, gets emotional easily","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
bfi2slittlecreativityscl,the_big_five_inventory_bfi2s,,radio,"30. Has little creativity","1, Disagree strongly | 2, Disagree a little | 3, Neutral | 4, Agree a little | 5, Agree strongly",,,,,,,,,,bfi2s_mtrx_3,,
edulevel,patient_demographics_full_part_2_v03_demographics,,radio,"7. What is the highest level of education you have completed? ","1, Did not complete Secondary School or less than High School | 2, Some Secondary School or High School education | 3, High School or Secondary School degree complete | 4, Associate's or Technical Degree complete | 5, College or Baccalaureate degree complete | 6, Doctoral or Postgraduate education",,,,,,,,,,,,
empstat,patient_demographics_full_part_2_v03_demographics,,radio,"8. What is your current employment status?","1, Full-time employment, Employment involving the standard or customary working time | 2, Not employed, The state of not having a job | 3, Part-time employment, Employment involving less than the standard or customary working time",,,,,,,,,,,,
maristat,patient_demographics_full_part_2_v03_demographics,,radio,"9. What category best describes your current relationship status? ","1, Divorced, Marriage contract has been declared dissolved and inactive | 2, Married, A current marriage contract is active | 3, Never Married, No marriage contract has ever been entered | 4, Separated, A person who is separated from their spouse, whether or not there is a legal arrangement | 5, Widowed, The spouse has died | 6, Domestic Partner, Person declares that a domestic partnership relationship exists",,,,,,,,,,,,
incmlvl,patient_demographics_full_part_2_v03_demographics,,radio,"10. What is your annual household income from all sources?","1, Less than $10,000 | 2, $10,000-$24,999 | 3, $25,000-$34,999 | 4, $35,000-$49,999 | 5, $50,000-$74,999 | 6, $75,000-$99,999 | 7, $100,000-$149,999 | 8, $150,000-$199,999 | 9, $200,000 or more | 10, Prefer not to answer",,,,,,,,,,,,
disabinsind,patient_demographics_full_part_2_v03_demographics,,radio,"11. Have you ever applied for, or received, disability insurance for your pain condition?","0, No | 1, Yes",,,,,,,,,,,,
paindur,patient_demographics_full_part_2_v03_demographics,,text,"12.   How long have you had the type of pain for which you are enrolled in this study?",,"Please provide the number of months",integer,,,,,,,,,,
dom_hand,patient_demographics_full_part_2_v03_demographics,,radio,"13. Consider which hand you prefer to use when performing a number of daily, work, or recreational activities with one hand, such as: writing, using a toothbrush, throwing a ball, swinging a racquet, using a spoon, etc.  Choose which statement best describes you.","1, Do you always or mostly prefer to use the right hand for most activities? | 2, Do you always or mostly prefer to use the left hand for most activities? | 3, Do you prefer to use the right hand for roughly half and the left hand for roughly have of activities?",,,,,,,,LV,,,,
surg_delayed,patient_demographics_full_part_2_v03_demographics,,radio,"14. Was your surgery delayed due to COVID-19?","1, Yes | 0, No",,,,,,,,,,,,
prev_covid19_dx,patient_demographics_full_part_2_v03_demographics,,radio,"15. Were you or anyone living in your household previously diagnosed with COVID-19?","1, Yes | 0, No",,,,,,,,,,,,
who_dx_in_hh,patient_demographics_full_part_2_v03_demographics,,checkbox,"15a. If yes, indicate who (check all that apply):","1, myself | 2, a family member",,,,,,"[prev_covid19_dx] = '1'",,,,,,
height_ft_part,patient_demographics_full_part_2_v03_demographics,,text,"16. How tall are you? (in ft and inches)",,feet,integer,4,7,,,,,,,,
height_inches_part,patient_demographics_full_part_2_v03_demographics,,text,"<div class=""rich-text-field-label""></div>",,inches,integer,0,11,,,,,,,,
height_meters,patient_demographics_full_part_2_v03_demographics,,calc,"<div class=""rich-text-field-label""><p style=""text-align: right;"">Height in meters (calculated)</p></div>","(([height_ft_part]*12) + [height_inches_part])/39.37",,,,,,,,,,,,@HIDDEN-SURVEY
